object_id,title,period,type,material,description,dimensions,museum,location,detail_url,image_url,image_path,credit_line,accession_number,crawl_date,standardized_period,standardized_type,standardized_material,culture,data_quality_score,_artist,_place_of_origin,_style,_department,_technique,_image_id,_classification,_image_valid,is_duplicate,title_original_en,period_original_en,type_original_en,material_original_en,description_original_en,culture_original_en,credit_line_original_en,standardized_period_original_en,standardized_type_original_en,standardized_material_original_en,aligned_museum,aligned_period,aligned_type,aligned_material
139562,一位女士坐着,1893,,用黑色墨水在灰色象牙瓷纸上用毛笔和象牙刮擦和触摸的石版画,,Image: 19 × 17 cm (7 1/2 × 6 3/4 in.); Sheet: 27.8 × 22.7 cm (11 × 8 15/16 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/139562,"https://www.artic.edu/iiif/2/4070a508-62c9-af7a-2e42-62bb95706281/full/843,/0/default.jpg",,通过Pauline Wood-Egan和Arthur M.Wood，Jr.的慷慨捐赠，对Arthur MacDougall Wood的遗赠。,,2026-05-27,1893,未知,象牙,未知,0.8,"James McNeill Whistler
American, 1834-1903",United States,,Prints and Drawings,,4070a508-62c9-af7a-2e42-62bb95706281,,,True,A Lady Seated,1893,,"Lithograph, in black ink, with scraping and touches of brush and tusche, on grayish ivory China paper",,Unknown,"Bequest of Arthur MacDougall Wood, through the generosity of Pauline Wood Egan and Arthur M. Wood, Jr.",1893,Unknown,Ivory,Art Institute of Chicago,Qing dynasty (c. 1893),未知,象牙
48846,中国版设计,约1882年,,刷上棕色水洗和白色水粉，在石墨上，在蓝色编织纸上，褪色成棕色,,32.9 × 25.7 cm (13 × 10 1/8 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/48846,"https://www.artic.edu/iiif/2/72aa6340-3833-ab28-c85f-b0ed924e6fad/full/843,/0/default.jpg",,卡特H.哈里森夫妇收藏,,2026-05-27,约1882年,未知,水粉画,未知,0.8,"Eugène Carrière
French, 1849-1906",France,,Prints and Drawings,,72aa6340-3833-ab28-c85f-b0ed924e6fad,,,False,Design for a China Plate,c. 1882,,"Brush and brown wash and white gouache, over graphite, on blue wove paper, faded to brown",,Unknown,Mr. and Mrs. Carter H. Harrison Collection,c. 1882,Unknown,Gouache,Art Institute of Chicago,Qing dynasty (c. 1882),未知,水粉
266210,水果篮子,约1770年至1772年,,软陶、釉下蓝饰、釉料,,5.1 × 14.7 × 14.7 cm (2 × 5 3/4 × 5 3/4 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/266210,"https://www.artic.edu/iiif/2/d12e997a-148b-cbbb-aa35-13c6152b8cc6/full/843,/0/default.jpg",,万斯美国艺术基金；Americana、Jane和Morris Weeden以及Roger和J.Peter McCormick捐赠基金,,2026-05-27,约1770年至1772年,未知,瓷,未知,0.8,"American China Manufactory (American, active 1770-72)
Philadelphia",Philadelphia,18th Century,Arts of the Americas,,d12e997a-148b-cbbb-aa35-13c6152b8cc6,,,False,Fruit Basket,c. 1770–72,,"Soft-paste porcelain, underglaze blue decoration, and glaze",,Unknown,"Vance American Art Fund; Americana, Jane and Morris Weeden, and Roger and J. Peter McCormick endowment funds",c. 1770–72,Unknown,Porcelain,Art Institute of Chicago,Qing dynasty (c. 1770),未知,瓷
101573,饥荒受害者，衡阳，中国,1946,,明胶银版画，第22号，作品集“亚瑟·罗斯坦”（1981）,,Image: 30.7 × 22.8 cm (12 1/8 × 9 in.); Paper: 35.6 × 27.6 cm (14 1/16 × 10 7/8 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/101573,"https://www.artic.edu/iiif/2/5c059b23-b55e-f7cf-81b2-21e5b5d6d94e/full/843,/0/default.jpg",,伊丽莎白和弗雷德里克·迈尔斯的礼物,,2026-05-27,1946,未知,明胶银,未知,0.8,"Arthur Rothstein
American, 1915–1985",United States,,Photography and Media,,5c059b23-b55e-f7cf-81b2-21e5b5d6d94e,,,False,"Famine Victim, Hengyang, China",1946,,"Gelatin silver print, No. 22, from the portfolio ""Arthur Rothstein"" (1981)",,Unknown,Gift of Elizabeth and Frederick Myers,1946,Unknown,Gelatin silver,Art Institute of Chicago,Qing dynasty (c. 1946),未知,银
109169,热拉尔夫人,1858,,在白色编织纸（chine collé）上放置的米白色中国纸上用黑色墨水蚀刻,,Plate: 12.8 × 8.9 cm (5 1/16 × 3 9/16 in.); Sheet: 21.5 × 16.9 cm (8 1/2 × 6 11/16 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/109169,"https://www.artic.edu/iiif/2/35b7a015-a810-d057-a3e0-300daf83bef8/full/843,/0/default.jpg",,沃尔特·布鲁斯特的礼物,,2026-05-27,1858,未知,在白色编织纸（chine collé）上放置的米白色中国纸上用黑色墨水蚀刻,未知,0.8,"James McNeill Whistler
American, 1834-1903",United States,,Prints and Drawings,,35b7a015-a810-d057-a3e0-300daf83bef8,,,False,La Mère Gérard,1858,,Etching in black ink on off-white China paper laid down on white wove paper (chine collé),,Unknown,Gift of Walter S. Brewster,1858,Unknown,Etching in black ink on off-white China paper laid down on white wove paper (chine collé),Art Institute of Chicago,Qing dynasty (c. 1858),未知,墨水
194369,中国：主席,1982年11月10日,,明胶银印,,Image: 24.2 × 15.8 cm (9 9/16 × 6 1/4 in.); Paper: 25.5 × 20.2 cm (10 1/16 × 8 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/194369,"https://www.artic.edu/iiif/2/fcf7668b-8298-c60f-dfd6-4a007221e0c3/full/843,/0/default.jpg",,安迪·沃霍尔视觉艺术基金会的礼物,,2026-05-27,1982年11月10日,未知,明胶银,未知,0.8,"Andy Warhol
American, 1928–1987",United States,Pop Art,Photography and Media,,fcf7668b-8298-c60f-dfd6-4a007221e0c3,,,False,China: Chair,"NOV 10, 1982",,Gelatin silver print,,Unknown,Gift of The Andy Warhol Foundation for the Visual Arts,"NOV 10, 1982",Unknown,Gelatin silver,Art Institute of Chicago,Qing dynasty (c. 1982),未知,银
194370,中国：内部,1982年11月10日,,明胶银印,,Image: 24.2 × 15.8 cm (9 9/16 × 6 1/4 in.); Paper: 25.5 × 20.2 cm (10 1/16 × 8 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/194370,"https://www.artic.edu/iiif/2/a7eabb7a-7754-8ece-e51b-052e7bc238a6/full/843,/0/default.jpg",,安迪·沃霍尔视觉艺术基金会的礼物,,2026-05-27,1982年11月10日,未知,明胶银,未知,0.8,"Andy Warhol
American, 1928–1987",United States,Pop Art,Photography and Media,,a7eabb7a-7754-8ece-e51b-052e7bc238a6,,,False,China: Interior,"NOV 10, 1982",,Gelatin silver print,,Unknown,Gift of The Andy Warhol Foundation for the Visual Arts,"NOV 10, 1982",Unknown,Gelatin silver,Art Institute of Chicago,Qing dynasty (c. 1982),未知,银
147873,罗伯特·德·孟德斯鸠伯爵,1894,,灰色象牙瓷纸上的石版画,,"Image, cat. wrksht: 19.5 × 7.5 cm (7 11/16 × 3 in.); Sheet: 36 × 26.5 cm (14 3/16 × 10 7/16 in.)",Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/147873,"https://www.artic.edu/iiif/2/6a7573ae-412c-c0dc-74a2-49518f6eb85e/full/843,/0/default.jpg",,皇室为纪念詹姆斯·N·伍德而赠送的礼物,,2026-05-27,1894,未知,象牙,未知,0.8,"Beatrix Godwin Whistler
English, 1857-1896",Paris,,Prints and Drawings,,6a7573ae-412c-c0dc-74a2-49518f6eb85e,,,True,Count Robert de Montesquiou,1894,,Lithograph on grayish-ivory china paper,,Unknown,Gift of the Crown Family in honor of James N. Wood,1894,Unknown,Ivory,Art Institute of Chicago,Qing dynasty (c. 1894),未知,象牙
101574,中国衡阳饥荒受害者葬礼,1946,,明胶银版画，第23号，作品集“亚瑟·罗斯坦”（1981）,,Image: 30.5 × 22.8 cm (12 1/16 × 9 in.); Paper: 35.6 × 27.7 cm (14 1/16 × 10 15/16 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/101574,"https://www.artic.edu/iiif/2/0cab8fbd-2f0f-e806-f807-f35ca8cf0880/full/843,/0/default.jpg",,伊丽莎白和弗雷德里克·迈尔斯的礼物,,2026-05-27,1946,未知,明胶银,未知,0.8,"Arthur Rothstein
American, 1915–1985",United States,,Photography and Media,,0cab8fbd-2f0f-e806-f807-f35ca8cf0880,,,False,"Burial of Famine Victim, Hengyang, China",1946,,"Gelatin silver print, No. 23, from the portfolio ""Arthur Rothstein"" (1981)",,Unknown,Gift of Elizabeth and Frederick Myers,1946,Unknown,Gelatin silver,Art Institute of Chicago,Qing dynasty (c. 1946),未知,银
135,管状手柄罐子、牡丹、“无尽结”、吊坠球和吊坠Lozenges,清朝（1644-1911），乾隆统治时期（1736-1795）,,釉下模压装饰瓷器,,35 × 20 × 12.8 cm (13 3/4 × 7 7/8 × 5 1/16 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/135,"https://www.artic.edu/iiif/2/abf4b078-b26b-e69c-d689-8aab2d5fa075/full/843,/0/default.jpg",,查尔斯·L·哈钦森和马丁·A·瑞尔森的礼物,,2026-05-27,清朝（1644-1912）,未知,瓷,中文,0.8,China,China,Chinese (culture or style),Arts of Asia,,abf4b078-b26b-e69c-d689-8aab2d5fa075,,,False,"Jar with Tubular Handles, Peonies, “Endless Knot,” Pendant Balls, and Pendant Lozenges","Qing dynasty (1644–1911), Qianlong reign mark and period (1736–1795)",,Porcelain with underglaze molded decoration,,Chinese,Gift of Charles L. Hutchinson and Martin A. Ryerson,Qing dynasty (1644-1912),Unknown,Porcelain,Art Institute of Chicago,Qing dynasty (c. 1644),未知,瓷
111962,La Marchande de Moutarde（卖芥末的人）,1858,,用黑色墨水在米白色的宣纸上用粗口蚀刻，宣纸放在米白色编织纸上,,Plate: 15.7 × 8.9 cm (6 3/16 × 3 9/16 in.); Sheet: 32.8 × 25.7 cm (12 15/16 × 10 1/8 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/111962,"https://www.artic.edu/iiif/2/c2549db2-4560-3468-fffb-d924fb37b84b/full/843,/0/default.jpg",,布莱恩·莱思罗普收藏,,2026-05-27,1858,未知,用黑色墨水在米白色的宣纸上用粗咬的方式蚀刻，然后铺在米白色编织纸上,未知,0.8,"James McNeill Whistler
American, 1834-1903",United States,,Prints and Drawings,,c2549db2-4560-3468-fffb-d924fb37b84b,,,False,La Marchande de Moutarde (The Mustard Seller),1858,,"Etching with foul biting in black ink on off-white China paper laid down on off-white wove paper, chine collé",,Unknown,Bryan Lathrop Collection,1858,Unknown,"Etching with foul biting in black ink on off-white China paper laid down on off-white wove paper, ch",Art Institute of Chicago,Qing dynasty (c. 1858),未知,墨水
184562,中国大同的佛像墓碑,1944,,手绘木版印刷,,17.6 × 14 cm (6 15/16 × 5 9/16 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/184562,"https://www.artic.edu/iiif/2/c98bf8fd-4e3b-c62b-6463-16567866b0ec/full/843,/0/default.jpg",,T.David和Cindy Van Zelst的礼物，Hiratsuka Un'ichi-Van Zelst家族收藏,,2026-05-27,1944,未知,木头,日语,0.8,"Hiratsuka Un'ichi (Japanese, 1895-1997)",Japan,Japanese (culture or style),Arts of Asia,,c98bf8fd-4e3b-c62b-6463-16567866b0ec,,,False,"Buddha's Grave Stone at Datong, China",1944,,Hand-colored woodblock print,,Japanese,"Gift of T. David and Cindy Van Zelst, Hiratsuka Un'ichi - Van Zelst Family Collection",1944,Unknown,Wood,Art Institute of Chicago,Qing dynasty (c. 1944),未知,木头
15030,盘子,约1820年,,单色紫色镀金瓷器,,Diam.: 20.8 cm (8 3/16 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/15030,"https://www.artic.edu/iiif/2/655eb9b0-75bd-32ed-c6bd-5d31d30caed2/full/843,/0/default.jpg",,尤金·D·布坎南的礼物,,2026-05-27,约1820年,未知,瓷,未知,0.8,"Wedgwood Manufactory
England, founded 1759",Burslem,,Applied Arts of Europe,,655eb9b0-75bd-32ed-c6bd-5d31d30caed2,,,True,Plate,c. 1820,,Porcelain with monochrome purple and gilding,,Unknown,Gift of Eugene D. Buchanan,c. 1820,Unknown,Porcelain,Art Institute of Chicago,Qing dynasty (c. 1820),未知,瓷
134,漆茶碗乾隆禦制雕漆盞,清朝（1644-1911），乾隆统治时期（1736-1795）,,朱砂黑漆雕刻装饰,,5.6 × 10.9 cm (2 3/16 × 4 15/16 in.); Diam.: 10.9 cm (4 15/16 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/134,"https://www.artic.edu/iiif/2/a6b21bf6-aa51-1b2f-6e2e-be09e3e126ba/full/843,/0/default.jpg",,Martin A.Ryerson和C.L.Hutchinson的礼物,,2026-05-27,清朝（1644-1912）,未知,朱砂黑漆雕刻装饰,中文,0.8,China,China,Chinese (culture or style),Arts of Asia,,a6b21bf6-aa51-1b2f-6e2e-be09e3e126ba,,,False,Lacquer Tea Bowl 乾隆禦制雕漆盞,"Qing dynasty (1644–1911), Qianlong reign mark and period (1736–1795)",,Cinnabar and black lacquer with carved decoration,,Chinese,Gift of Martin A. Ryerson and C. L. Hutchinson,Qing dynasty (1644-1912),Unknown,Cinnabar and black lacquer with carved decoration,Art Institute of Chicago,Qing dynasty (c. 1644),未知,
19970,En Plein Soleil,1858,,用黑色墨水在米白色的宣纸上用粗口蚀刻，宣纸放在米白色编织纸上,,Plate: 10.1 × 13.5 cm (4 × 5 3/8 in.); Sheet: 27.9 × 33.3 cm (11 × 13 1/8 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/19970,"https://www.artic.edu/iiif/2/cdb10c6e-9584-0d6b-9fa2-529913240611/full/843,/0/default.jpg",,布莱恩·莱思罗普收藏,,2026-05-27,1858,未知,用黑色墨水在米白色的宣纸上用粗口蚀刻，宣纸放在米白色编织纸上（ch,未知,0.8,"James McNeill Whistler
American, 1834-1903",United States,,Prints and Drawings,,cdb10c6e-9584-0d6b-9fa2-529913240611,,,False,En Plein Soleil,1858,,Etching with foul biting in black ink on off-white China paper laid down on off-white wove paper (chine collé),,Unknown,Bryan Lathrop Collection,1858,Unknown,Etching with foul biting in black ink on off-white China paper laid down on off-white wove paper (ch,Art Institute of Chicago,Qing dynasty (c. 1858),未知,墨水
80494,长城：中国的长城,1920,,布面油画,,365.8 × 350.6 cm (144 × 138 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/80494,"https://www.artic.edu/iiif/2/4bc435d6-29ac-2e94-d04f-5d8ad2fc37b3/full/843,/0/default.jpg",,弗雷德里克·克莱·巴利特的礼物,,2026-05-27,1920,未知,布面油画,未知,0.8,"Frederic Clay Bartlett (American, 1873–1953)",New York City,,Arts of the Americas,,4bc435d6-29ac-2e94-d04f-5d8ad2fc37b3,,,False,Great Walls: The Great Wall of China,1920,,Oil on canvas,,Unknown,Gift of Frederic Clay Bartlett,1920,Unknown,Oil on canvas,Art Institute of Chicago,Qing dynasty (c. 1920),未知,油
38985,四架上的中国文章,约1844年,,盐渍纸印刷,,Image: 13.7 × 18.1 cm (5 7/16 × 7 3/16 in.); Paper: 18.9 × 23.1 cm (7 1/2 × 9 1/8 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/38985,"https://www.artic.edu/iiif/2/fdd5fdd8-358d-5a87-d850-acb327494473/full/843,/0/default.jpg",,爱德华·E·艾尔纪念查尔斯·L·哈钦森基金会,,2026-05-27,约1844年,未知,盐渍纸印刷,未知,0.8,"William Henry Fox Talbot
English, 1800–1877",England,19th century,Photography and Media,,fdd5fdd8-358d-5a87-d850-acb327494473,,,False,Articles of China on Four Shelves,c. 1844,,Salted paper print,,Unknown,Edward E. Ayer Endowment in memory of Charles L. Hutchinson,c. 1844,Unknown,Salted paper print,Art Institute of Chicago,Qing dynasty (c. 1844),未知,纸
139470,悬垂模特，跳舞,大概1891年,,灰色象牙纸上的黑色转印石版画,,Image: 17.6 × 12.9 cm (6 15/16 × 5 1/8 in.); Sheet: 31.6 × 23.2 cm (12 1/2 × 9 3/16 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/139470,"https://www.artic.edu/iiif/2/fa2162cd-40ac-182c-fca4-408f9e7524fd/full/843,/0/default.jpg",,皇室为纪念詹姆斯·N·伍德而赠送的礼物,,2026-05-27,大概1891年,未知,象牙,未知,0.8,"James McNeill Whistler
American, 1834-1903",United States,,Prints and Drawings,,fa2162cd-40ac-182c-fca4-408f9e7524fd,,,False,"Draped Model, Dancing",probably 1891,,Transfer lithograph in black on grayish ivory China paper,,Unknown,Gift of the Crown Family in honor of James N. Wood,probably 1891,Unknown,Ivory,Art Institute of Chicago,Qing dynasty (c. 1891),未知,象牙
7934,浅盘,大约1760年左右。1800,,彩釉和镀金硬浆瓷,,5.1 × 40.1 × 29.9 cm (2 × 15 3/4 × 11 3/4 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/7934,"https://www.artic.edu/iiif/2/9794ffdb-e20e-9275-20fc-4204f0e06405/full/843,/0/default.jpg",,弗雷德里克·S·科尔伯恩的遗赠,,2026-05-27,大约1760年左右。1800,未知,瓷,未知,0.8,China,Jingdezhen,chinese export,Applied Arts of Europe,,9794ffdb-e20e-9275-20fc-4204f0e06405,,,False,Platter,c. 1760–c. 1800,,Hard-paste porcelain with polychrome enamels and gilding,,Unknown,Bequest of Frederick S. Colburn,c. 1760–c. 1800,Unknown,Porcelain,Art Institute of Chicago,Qing dynasty (c. 1760),未知,瓷
191156,中国山海关长城的起点,1943,,版画,,29.8 × 38.6 cm (11 3/4 × 15 1/4 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/191156,"https://www.artic.edu/iiif/2/2a20b34d-c51a-38c3-ba80-336b56f5c7b8/full/843,/0/default.jpg",,Hiratsuka Un'ichi-Van Zelst家族珍藏,,2026-05-27,1943,未知,木头,日语,0.8,"Hiratsuka Un'ichi (Japanese, 1895-1997)",Japan,Japanese (culture or style),Arts of Asia,,2a20b34d-c51a-38c3-ba80-336b56f5c7b8,,,False,"Beginning of the Great Wall in Shanhaiguan, China",1943,,Woodblock print,,Japanese,Hiratsuka Un'ichi-Van Zelst Family Collection,1943,Unknown,Wood,Art Institute of Chicago,Qing dynasty (c. 1943),未知,木头
29530,厨房,1858,,用黑色墨水在象牙色编织纸（chine collé）上的米白色中国纸上蚀刻，并带有恶臭的咬痕,,Plate: 22.6 × 15.8 cm (8 15/16 × 6 1/4 in.); Sheet: 32.5 × 24.8 cm (12 13/16 × 9 13/16 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/29530,"https://www.artic.edu/iiif/2/5a5be2e2-5930-b2fd-3848-69ad22e331b6/full/843,/0/default.jpg",,克拉伦斯·白金汉收藏,,2026-05-27,1858,未知,象牙,未知,0.8,"James McNeill Whistler
American, 1834-1903",United States,,Prints and Drawings,,5a5be2e2-5930-b2fd-3848-69ad22e331b6,,,True,The Kitchen,1858,,Etching in black ink with foul biting on off-white China paper laid down on ivory wove paper (chine collé),,Unknown,Clarence Buckingham Collection,1858,Unknown,Ivory,Art Institute of Chicago,Qing dynasty (c. 1858),未知,象牙
53832,曲阜村，山东省，中国,1955,,版画,,32.4 × 42.2 cm (12 13/16 × 16 5/8 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/53832,"https://www.artic.edu/iiif/2/5714d819-7040-5f28-10bf-a4142736771d/full/843,/0/default.jpg",,Theodore和Louann Van Zelst的礼物，Hiratsuka Un'ichi-Van Zelst家族收藏,,2026-05-27,1955,未知,木头,日语,0.8,"Hiratsuka Un'ichi (Japanese, 1895-1997)",Japan,Japanese (culture or style),Arts of Asia,,5714d819-7040-5f28-10bf-a4142736771d,,,False,"Qufu Village, Shandong Province, China",1955,,Woodblock print,,Japanese,"Gift of Theodore and Louann Van Zelst, Hiratsuka Un'ichi - Van Zelst Family Collection",1955,Unknown,Wood,Art Institute of Chicago,Qing dynasty (c. 1955),未知,木头
109200,不安全矿权,1858,,用黑色墨水在米白色的宣纸上用粗口蚀刻，宣纸放在米白色编织纸上,,Plate: 15.7 × 22.7 cm (6 3/16 × 8 15/16 in.); Sheet: 29.4 × 39.7 cm (11 5/8 × 15 11/16 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/109200,"https://www.artic.edu/iiif/2/e381e5c9-6b8a-8614-4350-2ec4264b265c/full/843,/0/default.jpg",,布莱恩·莱思罗普收藏,,2026-05-27,1858,未知,用黑色墨水在米白色的宣纸上用粗口蚀刻，宣纸放在米白色编织纸上（ch,未知,0.8,"James McNeill Whistler
American, 1834-1903",United States,,Prints and Drawings,,e381e5c9-6b8a-8614-4350-2ec4264b265c,,,False,The Unsafe Tenement,1858,,Etching with foul biting in black ink on off-white China paper laid down on off-white wove paper (chine collé),,Unknown,Bryan Lathrop Collection,1858,Unknown,Etching with foul biting in black ink on off-white China paper laid down on off-white wove paper (ch,Art Institute of Chicago,Qing dynasty (c. 1858),未知,墨水
139462,鞋匠,1896,,在灰色象牙瓷纸上用树桩转印黑色石版画,,Image: 15.8 × 22.1 cm (6 1/4 × 8 3/4 in.); Sheet: 34 × 26.2 cm (13 7/16 × 10 3/8 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/139462,"https://www.artic.edu/iiif/2/7908d373-d903-d8c9-50e6-2622af6d4dbc/full/843,/0/default.jpg",,皇室为纪念詹姆斯·N·伍德而赠送的礼物,,2026-05-27,1896,未知,象牙,未知,0.8,"James McNeill Whistler
American, 1834-1903",United States,,Prints and Drawings,,7908d373-d903-d8c9-50e6-2622af6d4dbc,,,False,The Shoemaker,1896,,"Transfer lithograph in black with stumping, on grayish ivory China paper",,Unknown,Gift of the Crown Family in honor of James N. Wood,1896,Unknown,Ivory,Art Institute of Chicago,Qing dynasty (c. 1896),未知,象牙
