object_id,title,period,type,material,description,dimensions,museum,location,detail_url,image_url,image_path,credit_line,accession_number,crawl_date,standardized_period,standardized_type,standardized_material,culture,data_quality_score,_displayculture,_displaydate,_displayperiod,_objectnumber,_medium_detail,_image_valid,image_valid,is_duplicate,title_original_en,period_original_en,type_original_en,material_original_en,description_original_en,culture_original_en,credit_line_original_en,standardized_period_original_en,standardized_type_original_en,standardized_material_original_en
135550,穆楚昆达杀死了《博伽梵歌》中的战士卡拉亚瓦娜,约1775年,,纸上不透明水彩,尼泊尔的,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/135550,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMSTU2018-1935567,,,2019-30,2026-05-27,约1775年,未知,水彩,尼泊尔的,0.75,Nepalese,ca. 1775,,2019-30,Opaque watercolor on paper,,False,False,"Muchukunda kills the warrior Kalayavana, from the Bhagavata Purana",ca. 1775,,Opaque watercolor on paper,Nepalese,Nepalese,,ca. 1775,Unknown,Watercolor
135379,牛棚：主立面、底层平面图,约1880年,,石墨、钢笔和黑色墨水,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/135379,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMSTU2020_62466,,,2019-47.1,2026-05-27,约1880年,未知,石墨、钢笔和黑色墨水,未知,0.65,,ca. 1880,,2019-47.1,"Graphite, pen and black ink with washes",,False,False,"Cowshed: Main façade, plan of ground floor",ca. 1880,,"Graphite, pen and black ink with washes",,Unknown,,ca. 1880,Unknown,"Graphite, pen and black ink with washes"
135367,巴黎瓦雷恩街拐角处的一栋公寓楼,1788,,钢笔和黑色墨水，带水墨和水彩,法语,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/135367,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMSTU2020_62479,,,2019-43,2026-05-27,1788,未知,水彩,法语,0.75,French,1788,,2019-43,Pen and black ink with washes and watercolor,,False,False,"an apartment building at the corner of the Rue de Varennes, Paris",1788,,Pen and black ink with washes and watercolor,French,French,,1788,Unknown,Watercolor
134595,曼努埃拉·桑切斯的雷塔布洛和孩子们,1947,,金属上的油,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/134595,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMOSE_30944,,,2020-258,2026-05-27,1947,未知,金属上的油,未知,0.65,,1947,,2020-258,Oil on metal,,False,False,Retablo of Manuela Sánchez and Children,1947,,Oil on metal,,Unknown,,1947,Unknown,Oil on metal
134170,舞台布景设计,,,棕色墨水、灰色墨水和石墨,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/134170,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMSTU_E_2020_61659,,,2019-452,2026-05-27,未知,未知,棕色墨水、灰色墨水和石墨,未知,0.55,,,,2019-452,"Brown ink, gray wash, and graphite",,False,False,Design for a stage set,,,"Brown ink, gray wash, and graphite",,Unknown,,Unknown,Unknown,"Brown ink, gray wash, and graphite"
133910,描绘眼睛的颈部双耳瓶（储存容器）,古代或古典时期，约公元前480-323年，约公元前四600-480年,,黑色人物陶瓷,伊特鲁里亚,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/133910,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMSTU2018-1957082,,,2018-6,2026-05-27,古希腊时期（约公元前800-480年）,未知,陶瓷,伊特鲁里亚,0.75,Etruscan,ca. 490–470 BCE,"Archaic Period or Classical Period, ca. 480–323 BCE, ca. 600–480 BCE",2018-6,Black-figure ceramic,,False,False,Neck amphora (storage vessel) depicting eyes,"Archaic Period or Classical Period, ca. 480–323 BCE, ca. 600–480 BCE",,Black-figure ceramic,Etruscan,Etruscan,,Archaic Greek period (c. 800-480 BCE),Unknown,Ceramic
102729,Mbap mteng（大象面具）,20世纪初,,棉花、玻璃珠、拉菲和染料,可能是巴米莱克,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/102729,https://media.artmuseum.princeton.edu/iiif/3/collection/STU00623,,,2014-41,2026-05-27,20世纪初,未知,棉花,可能是巴米莱克,0.75,possibly Bamileke,early 20th century,,2014-41,"Cotton, glass beads, raffia, and dye",,False,False,Mbap mteng (elephant mask),early 20th century,,"Cotton, glass beads, raffia, and dye",possibly Bamileke,possibly Bamileke,,early 20th century,Unknown,Cotton
73907,束腰外衣,19世纪末至20世纪初,,玻璃和石珠、布（可能是棉花）和线,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/73907,https://media.artmuseum.princeton.edu/iiif/3/collection/2012-77_FRN,,,2012-77,2026-05-27,19世纪末至20世纪初,未知,棉花,未知,0.65,,late 19th–early 20th century,,2012-77,"Glass and stone beads, cloth (probably cotton), and thread",,False,False,Tunic,late 19th–early 20th century,,"Glass and stone beads, cloth (probably cotton), and thread",,Unknown,,late 19th–early 20th century,Unknown,Cotton
60769,A-B穆昂,2010,,水性涂料、亚麻布、桦木胶合板和Masonite,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/60769,https://media.artmuseum.princeton.edu/iiif/3/collection/2011-32,,,2011-32,2026-05-27,2010,未知,亚麻布,未知,0.65,,2010,,2011-32,"Water-based paint, linen, birch plywood, and Masonite",,False,False,A-B Mouon,2010,,"Water-based paint, linen, birch plywood, and Masonite",,Unknown,,2010,Unknown,Linen
58857,蔡德·艾萨克,2009,,16mm胶片转移到DigiBeta,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/58857,https://media.artmuseum.princeton.edu/iiif/3/collection/2010-16_3,,,2010-16,2026-05-27,2009,未知,16mm胶片转移到DigiBeta,未知,0.65,,2009,,2010-16,"16mm film transferred to DigiBeta
",,False,False,Zeide Isaac,2009,,"16mm film transferred to DigiBeta
",,Unknown,,2009,Unknown,16mm film transferred to DigiBeta
57758,碾压机器,2009,,视频,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/57758,https://media.artmuseum.princeton.edu/iiif/3/collection/LST3,,,2011-26,2026-05-27,2009,未知,视频,未知,0.65,,2009,,2011-26,Video,,False,False,Juggernaut,2009,,Video,,Unknown,,2009,Unknown,Video
57716,尸体识别,2008,,单通道视频,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/57716,https://media.artmuseum.princeton.edu/iiif/3/collection/2009-107A-B_2,,,2009-107 a-b,2026-05-27,2008,未知,单通道视频,未知,0.65,,2008,,2009-107 a-b,Single channel video,,False,False,Reconocimiento de un cuerpo (Identification of a Body),2008,,Single channel video,,Unknown,,2008,Unknown,Single channel video
55813,无标题（ORFE/SEAS）,2008,,镀铬铝、钢、丙烯酸、LED照明和其他硬件,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/55813,https://media.artmuseum.princeton.edu/iiif/3/collection/PP628,,,PP628,2026-05-27,2008,未知,镀铬铝、钢、丙烯酸、LED照明和其他硬件,未知,0.65,,2008,,PP628,"Chrome plated aluminum, steel, acrylic, LED illumination, and miscellaneous hardware",,False,False,Untitled (ORFE/SEAS),2008,,"Chrome plated aluminum, steel, acrylic, LED illumination, and miscellaneous hardware",,Unknown,,2008,Unknown,"Chrome plated aluminum, steel, acrylic, LED illumination, and miscellaneous hardware"
54926,两个坐着的人正在热烈地交谈,形成晚期至古典早期,,带有红色和桃色滑漆痕迹的陶瓷,Xochipala,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/54926,https://media.artmuseum.princeton.edu/iiif/3/collection/y1972-38-39,,,"y1972-38, 39",2026-05-27,形成晚期至古典早期,未知,陶瓷,Xochipala,0.75,Xochipala,400 BCE–500 CE,Late Formative Period to Early Classic Period,"y1972-38, 39","Ceramic with traces of red and peach slip-paint
",,False,False,Two seated figures engaged in animated conversation,Late Formative Period to Early Classic Period,,"Ceramic with traces of red and peach slip-paint
",Xochipala,Xochipala,,Late Formative Period to Early Classic Period,Unknown,Ceramic
54821,无题（身体上的玻璃印记——脸）,1972,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/54821,https://media.artmuseum.princeton.edu/iiif/3/collection/2007-41-8,,,2007-41.1-.13,2026-05-27,1972,未知,明胶银,未知,0.65,,1972,,2007-41.1-.13,Gelatin silver prints,,False,False,Untitled (Glass on Body Imprints – Face),1972,,Gelatin silver prints,,Unknown,,1972,Unknown,Gelatin silver
47645,内华达州拉斯维加斯幻影酒店人工火山喷发,1995,,显色印刷,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/47645,https://media.artmuseum.princeton.edu/iiif/3/collection/1995-386,,,1995-386,2026-05-27,1995,未知,显色印刷,未知,0.65,,1995,,1995-386,Chromogenic print,,False,False,"Artificial Volcano Erupting, Mirage Hotel, Las Vegas, Nevada",1995,,Chromogenic print,,Unknown,,1995,Unknown,Chromogenic print
47566,跪着的贵妇人拿着一个有盖的罐子,古典晚期,,彩色滑漆陶瓷,玛雅,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/47566,https://media.artmuseum.princeton.edu/iiif/3/collection/2005-65A-B_OBL,,,2005-65 a-b,2026-05-27,古典晚期,未知,陶瓷,玛雅,0.75,Maya,600–800,Late Classic Period,2005-65 a-b,Ceramic with polychrome slip-paint,,False,False,Kneeling noblewoman holding a lidded jar,Late Classic Period,,Ceramic with polychrome slip-paint,Maya,Maya,,Late Classic Period,Unknown,Ceramic
46033,要人,古典晚期,,黄色和玛雅蓝颜料陶瓷,玛雅,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/46033,https://media.artmuseum.princeton.edu/iiif/3/collection/2000-318,,,2000-318,2026-05-27,古典晚期,未知,陶瓷,玛雅,0.75,Maya,600–900,Late Classic Period,2000-318,Ceramic with yellow and Maya blue pigment,,False,False,Dignitary,Late Classic Period,,Ceramic with yellow and Maya blue pigment,Maya,Maya,,Late Classic Period,Unknown,Ceramic
45401,欧洲第三纪哺乳动物,,,布面油画,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/45401,https://media.artmuseum.princeton.edu/iiif/3/collection/PP328,,,PP328,2026-05-27,未知,未知,布面油画,未知,0.55,,,,PP328,Oil on canvas,,False,False,Tertiary Mammals of Europe,,,Oil on canvas,,Unknown,,Unknown,Unknown,Oil on canvas
45237,普林斯顿战役中的乔治·华盛顿,1783–84,,布面油画,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/45237,https://media.artmuseum.princeton.edu/iiif/3/collection/PP222_X,,,PP222,2026-05-27,1783–84,未知,布面油画,未知,0.65,,1783–84,,PP222,Oil on canvas,,False,False,George Washington at the Battle of Princeton,1783–84,,Oil on canvas,,Unknown,,1783–84,Unknown,Oil on canvas
40020,德国柏林蒂尔加滕，1998年6月7日,1998,,显色印刷,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/40020,https://media.artmuseum.princeton.edu/iiif/3/collection/2001-163_SL,,,2001-163,2026-05-27,1998,未知,显色印刷,未知,0.65,,1998,,2001-163,Chromogenic print,,False,False,"Tiergarten, Berlin, Germany, June 7, 1998",1998,,Chromogenic print,,Unknown,,1998,Unknown,Chromogenic print
37441,尸户部,古典晚期,,沥青陶瓷,经典韦拉克鲁斯,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/37441,https://media.artmuseum.princeton.edu/iiif/3/collection/1997-608,,,1997-608,2026-05-27,古典晚期,未知,陶瓷,经典韦拉克鲁斯,0.75,Classic Veracruz,600–900,Late Classic Period,1997-608,Ceramic with chapopote (bitumen),,False,False,Xipe Totec,Late Classic Period,,Ceramic with chapopote (bitumen),Classic Veracruz,Classic Veracruz,,Late Classic Period,Unknown,Ceramic
33230,坐着的战士形状的船只,早期中期（纳斯卡中期）,,彩色滑漆陶瓷,纳斯卡,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/33230,https://media.artmuseum.princeton.edu/iiif/3/collection/y1990-15,,,y1990-15,2026-05-27,早期中期（纳斯卡中期）,未知,陶瓷,纳斯卡,0.75,Nasca,330–430 CE,Early Intermediate Period (Middle Nasca phase),y1990-15,Ceramic with polychrome slip-paint,,False,False,Vessel in the form of a seated warrior,Early Intermediate Period (Middle Nasca phase),,Ceramic with polychrome slip-paint,Nasca,Nasca,,Early Intermediate Period (Middle Nasca phase),Unknown,Ceramic
32983,哈特利家族,约1787年,,布面油画,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/32983,https://media.artmuseum.princeton.edu/iiif/3/collection/y1986-84,,,y1986-84,2026-05-27,约1787年,未知,布面油画,未知,0.65,,ca. 1787,,y1986-84,Oil on canvas,,False,False,The Hartley Family,ca. 1787,,Oil on canvas,,Unknown,,ca. 1787,Unknown,Oil on canvas
32872,两年后的昭东聖徳太子像),镰仓时期，1185年-1333年,,木材、水晶和颜料,日语,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/32872,https://media.artmuseum.princeton.edu/iiif/3/collection/y1984-76_OBL,,,y1984-76,2026-05-27,镰仓时期（1185-1333）,未知,木头,日语,0.75,Japanese,late 13th century,"Kamakura period, 1185–1333",y1984-76,"Wood, crystal, and pigments",,False,False,Shōtoku at Two Years (Shōtoku Taishi zō 聖徳太子像),"Kamakura period, 1185–1333",,"Wood, crystal, and pigments",Japanese,Japanese,,Kamakura period (1185-1333),Unknown,Wood
32381,抽着烟的女人,约1878-80年,,布面油画,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/32381,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAM_JE_2026_23555,,,y1979-55,2026-05-27,约1878-80年,未知,布面油画,未知,0.65,,ca. 1878–80,,y1979-55,Oil on canvas,,False,False,Woman with a Cigarette,ca. 1878–80,,Oil on canvas,,Unknown,,ca. 1878–80,Unknown,Oil on canvas
32255,南岸双树（安南双树图岸南雙樹圖),元朝，1271-1368,,悬挂卷轴；纸上油墨,中文,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/32255,https://media.artmuseum.princeton.edu/iiif/3/collection/STU_00460,,,y1975-35,2026-05-27,元朝（1271-1368）,未知,水墨纸本,中文,0.75,Chinese,1353,"Yuan dynasty, 1271–1368",y1975-35,Hanging scroll; ink on paper,,False,False,Twin Trees by the South Bank (An nan shuang shu tu 岸南雙樹圖),"Yuan dynasty, 1271–1368",,Hanging scroll; ink on paper,Chinese,Chinese,,Yuan dynasty (1271-1368),Unknown,Ink on paper
31852,睡莲与日本桥,1899,,布面油画,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/31852,https://media.artmuseum.princeton.edu/iiif/3/collection/y1972-15,,,y1972-15,2026-05-27,1899,未知,布面油画,日语,0.65,,1899,,y1972-15,Oil on canvas,,False,False,Water Lilies and Japanese Bridge,1899,,Oil on canvas,,Japanese,,1899,Unknown,Oil on canvas
31464,带点的椭圆形,1969–70,,青铜,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/31464,https://media.artmuseum.princeton.edu/iiif/3/collection/CF043334,,,y1969-128,2026-05-27,1969–70,未知,青铜,未知,0.65,,1969–70,,y1969-128,Bronze,,False,False,Oval with Points,1969–70,,Bronze,,Unknown,,1969–70,Unknown,Bronze
29713,Gong 觥 （龙头盖倒壶）,西周王朝，11世纪-公元前771年,,青铜，盖子和腹部铸有匹配的铭文,中文,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/29713,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX24_240924_16834,,,y1965-3,2026-05-27,西周（公元前1046-771年）,未知,青铜,中文,0.75,Chinese,11th century–771 BCE,"Western Zhou dynasty, 11th century–771 BCE",y1965-3,Bronze with matching inscriptions cast in the lid and belly,,False,False,Gong 觥 (pouring vessel with dragon-head lid),"Western Zhou dynasty, 11th century–771 BCE",,Bronze with matching inscriptions cast in the lid and belly,Chinese,Chinese,,Western Zhou dynasty (1046-771 BCE),Unknown,Bronze
23888,观音觀音 以“皇家放松”的姿势就座,南宋1127-1279年,,白色粘土垫层上有蓝绿色、红色和金色颜料痕迹的木材，带有浮雕设计,中文,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/23888,https://media.artmuseum.princeton.edu/iiif/3/collection/y1950-66_OBL,,,y1950-66,2026-05-27,宋朝（960-1279）,未知,黏土,中文,0.75,Chinese,ca. 1250,"Southern Song dynasty, 1127–1279",y1950-66,"Wood with traces of blue-green, red, and gold pigments on white clay underlayer with relief designs",,False,False,Guanyin 觀音 seated in “royal-ease” pose,"Southern Song dynasty, 1127–1279",,"Wood with traces of blue-green, red, and gold pigments on white clay underlayer with relief designs",Chinese,Chinese,,Song dynasty (960-1279),Unknown,Clay
