object_id,title,period,type,material,description,dimensions,museum,location,detail_url,image_url,image_path,credit_line,accession_number,crawl_date,standardized_period,standardized_type,standardized_material,culture,data_quality_score,_culture,_findspot,_object_name_detail,_image_valid,is_duplicate,title_original_en,period_original_en,type_original_en,material_original_en,description_original_en,culture_original_en,credit_line_original_en,standardized_period_original_en,standardized_type_original_en,standardized_material_original_en,_plant_name,_collection,_source,_sourceId,_sourceType,_url,_imageUrl,_accessionNumber,_onView,_classification,_startYear,_dates,_endYear,_artist,_place_of_origin,_style,_department,_technique,_image_id,_category,_dynasty,_reign,_object_date,_country,_region,_artist_bio,_artist_nationality,_image_small,_accession_year,_is_public_domain,_displayculture,_displaydate,_displayperiod,_objectnumber,_medium_detail,image_valid,aligned_museum,museum_location,aligned_period,period_era,aligned_type,type_category,type_subcategory,aligned_material,material_category
OA+.3880,锛子,,,,,,British Museum,"London, United Kingdom",https://www.britishmuseum.org/collection/object/A_OA-3880,https://media.britishmuseum.org/Repository/Documents/2025_12/31_13/1049865c_e886_448c_b5db_b3c400da48c5/large_As_7102_1.jpg,,发现/收购：云南（省）,OA+.3880,2026-05-27,未知,锛子,未知,未知,0.65,,Found/Acquired: Yunnan (province),adze,,False,adze,,,,,Unknown,Found/Acquired: Yunnan (province),Unknown,adze,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,British Museum,"London, United Kingdom",未知,Unknown,锛子,Unknown,Unknown,,Unknown
As.7093,锛子,,,,,,British Museum,"London, United Kingdom",https://www.britishmuseum.org/collection/object/A_As-7093,https://media.britishmuseum.org/Repository/Documents/2024_6/16_5/c015c40b_ec43_4073_9021_b1910060ae79/large_IMG_1289.jpg,,发现/收购：云南（省）,As.7093,2026-05-27,未知,锛子,未知,未知,0.65,,Found/Acquired: Yunnan (province),adze,,False,adze,,,,,Unknown,Found/Acquired: Yunnan (province),Unknown,adze,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,British Museum,"London, United Kingdom",未知,Unknown,锛子,Unknown,Unknown,,Unknown
OA+.3878,锛子,,,,,,British Museum,"London, United Kingdom",https://www.britishmuseum.org/collection/object/A_OA-3878,https://media.britishmuseum.org/Repository/Documents/2024_6/16_5/f02c165a_718e_4c7c_a17f_b191005fafa5/large_IMG_1288.jpg,,发现/收购：云南（省）,OA+.3878,2026-05-27,未知,锛子,未知,未知,0.65,,Found/Acquired: Yunnan (province),adze,,False,adze,,,,,Unknown,Found/Acquired: Yunnan (province),Unknown,adze,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,British Museum,"London, United Kingdom",未知,Unknown,锛子,Unknown,Unknown,,Unknown
"1979,1012.24",锛子,,,,,,British Museum,"London, United Kingdom",https://www.britishmuseum.org/collection/object/A_1979-1012-24,,,发现/收购：Swabue,"1979,1012.24",2026-05-27,未知,锛子,未知,未知,0.65,,Found/Acquired: Swabue,adze,False,False,adze,,,,,Unknown,Found/Acquired: Swabue,Unknown,adze,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,British Museum,"London, United Kingdom",未知,Unknown,锛子,Unknown,Unknown,,Unknown
"1979,1012.18",锛子,,,,,,British Museum,"London, United Kingdom",https://www.britishmuseum.org/collection/object/A_1979-1012-18,,,发现/收购：Swabue,"1979,1012.18",2026-05-27,未知,锛子,未知,未知,0.65,,Found/Acquired: Swabue,adze,False,False,adze,,,,,Unknown,Found/Acquired: Swabue,Unknown,adze,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,British Museum,"London, United Kingdom",未知,Unknown,锛子,Unknown,Unknown,,Unknown
"1979,1012.19",锛子,,,,,,British Museum,"London, United Kingdom",https://www.britishmuseum.org/collection/object/A_1979-1012-19,,,发现/收购：Swabue,"1979,1012.19",2026-05-27,未知,锛子,未知,未知,0.65,,Found/Acquired: Swabue,adze,False,False,adze,,,,,Unknown,Found/Acquired: Swabue,Unknown,adze,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,British Museum,"London, United Kingdom",未知,Unknown,锛子,Unknown,Unknown,,Unknown
"1979,1012.20",锛子,,,,,,British Museum,"London, United Kingdom",https://www.britishmuseum.org/collection/object/A_1979-1012-20,,,发现/收购：Swabue,"1979,1012.20",2026-05-27,未知,锛子,未知,未知,0.65,,Found/Acquired: Swabue,adze,False,False,adze,,,,,Unknown,Found/Acquired: Swabue,Unknown,adze,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,British Museum,"London, United Kingdom",未知,Unknown,锛子,Unknown,Unknown,,Unknown
"1959,0216.16",锛子,公元前5000年至3000年,,,,,British Museum,"London, United Kingdom",https://www.britishmuseum.org/collection/object/A_1959-0216-16,https://media.britishmuseum.org/Repository/Documents/2014_11/1_3/b3db1707_8c8a_4165_92db_a3d600330396/large_01048677_001.jpg,,发现/收购：布照海,"1959,0216.16",2026-05-27,公元前5000年至3000年,锛子,未知,未知,0.75,,Found/Acquired: Buzhaohai,adze,,False,adze,5000BC-3000BC,,,,Unknown,Found/Acquired: Buzhaohai,5000BC-3000BC,adze,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,British Museum,"London, United Kingdom",Qing dynasty (c. 5000),Unknown,锛子,Unknown,Unknown,,Unknown
"1979,1012.6",锛子,,,,,,British Museum,"London, United Kingdom",https://www.britishmuseum.org/collection/object/A_1979-1012-6,,,发现/收购：Swabue,"1979,1012.6",2026-05-27,未知,锛子,未知,未知,0.65,,Found/Acquired: Swabue,adze,False,False,adze,,,,,Unknown,Found/Acquired: Swabue,Unknown,adze,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,British Museum,"London, United Kingdom",未知,Unknown,锛子,Unknown,Unknown,,Unknown
"1979,1012.36",锛子,,,,,,British Museum,"London, United Kingdom",https://www.britishmuseum.org/collection/object/A_1979-1012-36,,,发现/收购：Swabue,"1979,1012.36",2026-05-27,未知,锛子,未知,未知,0.65,,Found/Acquired: Swabue,adze,False,False,adze,,,,,Unknown,Found/Acquired: Swabue,Unknown,adze,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,British Museum,"London, United Kingdom",未知,Unknown,锛子,Unknown,Unknown,,Unknown
"1979,1012.32",锛子,,,,,,British Museum,"London, United Kingdom",https://www.britishmuseum.org/collection/object/A_1979-1012-32,,,发现/收购：Swabue,"1979,1012.32",2026-05-27,未知,锛子,未知,未知,0.65,,Found/Acquired: Swabue,adze,False,False,adze,,,,,Unknown,Found/Acquired: Swabue,Unknown,adze,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,British Museum,"London, United Kingdom",未知,Unknown,锛子,Unknown,Unknown,,Unknown
"1979,1012.2",锛子,,,,,,British Museum,"London, United Kingdom",https://www.britishmuseum.org/collection/object/A_1979-1012-2,,,发现/收购：Swabue,"1979,1012.2",2026-05-27,未知,锛子,未知,未知,0.65,,Found/Acquired: Swabue,adze,False,False,adze,,,,,Unknown,Found/Acquired: Swabue,Unknown,adze,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,British Museum,"London, United Kingdom",未知,Unknown,锛子,Unknown,Unknown,,Unknown
"1950,0405.18",锛子,第一不列颠哥伦比亚省,,,,,British Museum,"London, United Kingdom",https://www.britishmuseum.org/collection/object/A_1950-0405-18,https://media.britishmuseum.org/Repository/Documents/2024_1/31_19/fc56f0f2_4c5a_4900_af3a_b10801498c84/large_1950_0405_18.jpg,,发现/收购：梁王山,"1950,0405.18",2026-05-27,第一不列颠哥伦比亚省,锛子,未知,未知,0.75,,Found/Acquired: Liangwang Shan,adze,,False,adze,1stC BC,,,,Unknown,Found/Acquired: Liangwang Shan,1stC BC,adze,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,British Museum,"London, United Kingdom",第一不列颠哥伦比亚省,Unknown,锛子,Unknown,Unknown,,Unknown
"1979,1012.3",锛子,,,,,,British Museum,"London, United Kingdom",https://www.britishmuseum.org/collection/object/A_1979-1012-3,,,发现/收购：Swabue,"1979,1012.3",2026-05-27,未知,锛子,未知,未知,0.65,,Found/Acquired: Swabue,adze,False,False,adze,,,,,Unknown,Found/Acquired: Swabue,Unknown,adze,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,British Museum,"London, United Kingdom",未知,Unknown,锛子,Unknown,Unknown,,Unknown
"1979,1012.33",锛子,,,,,,British Museum,"London, United Kingdom",https://www.britishmuseum.org/collection/object/A_1979-1012-33,,,发现/收购：Swabue,"1979,1012.33",2026-05-27,未知,锛子,未知,未知,0.65,,Found/Acquired: Swabue,adze,False,False,adze,,,,,Unknown,Found/Acquired: Swabue,Unknown,adze,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,British Museum,"London, United Kingdom",未知,Unknown,锛子,Unknown,Unknown,,Unknown
"1979,1012.11",锛子,,,,,,British Museum,"London, United Kingdom",https://www.britishmuseum.org/collection/object/A_1979-1012-11,,,发现/收购：Swabue,"1979,1012.11",2026-05-27,未知,锛子,未知,未知,0.65,,Found/Acquired: Swabue,adze,False,False,adze,,,,,Unknown,Found/Acquired: Swabue,Unknown,adze,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,British Museum,"London, United Kingdom",未知,Unknown,锛子,Unknown,Unknown,,Unknown
"1979,1012.12",锛子,,,,,,British Museum,"London, United Kingdom",https://www.britishmuseum.org/collection/object/A_1979-1012-12,,,发现/收购：Swabue,"1979,1012.12",2026-05-27,未知,锛子,未知,未知,0.65,,Found/Acquired: Swabue,adze,False,False,adze,,,,,Unknown,Found/Acquired: Swabue,Unknown,adze,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,British Museum,"London, United Kingdom",未知,Unknown,锛子,Unknown,Unknown,,Unknown
"1979,1012.13",锛子,,,,,,British Museum,"London, United Kingdom",https://www.britishmuseum.org/collection/object/A_1979-1012-13,,,发现/收购：Swabue,"1979,1012.13",2026-05-27,未知,锛子,未知,未知,0.65,,Found/Acquired: Swabue,adze,False,False,adze,,,,,Unknown,Found/Acquired: Swabue,Unknown,adze,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,British Museum,"London, United Kingdom",未知,Unknown,锛子,Unknown,Unknown,,Unknown
"1979,1012.26",锛子,,,,,,British Museum,"London, United Kingdom",https://www.britishmuseum.org/collection/object/A_1979-1012-26,,,发现/收购：Swabue,"1979,1012.26",2026-05-27,未知,锛子,未知,未知,0.65,,Found/Acquired: Swabue,adze,False,False,adze,,,,,Unknown,Found/Acquired: Swabue,Unknown,adze,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,British Museum,"London, United Kingdom",未知,Unknown,锛子,Unknown,Unknown,,Unknown
"2018,6015.6",锛子,2010,,,,,British Museum,"London, United Kingdom",https://www.britishmuseum.org/collection/object/W_2018-6015-6,,,发现/收购：Rifai,"2018,6015.6",2026-05-27,2010,锛子,未知,未知,0.75,,Found/Acquired: Rifai,adze,False,False,adze,2010,,,,Unknown,Found/Acquired: Rifai,2010,adze,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,British Museum,"London, United Kingdom",Qing dynasty (c. 2010),Unknown,锛子,Unknown,Unknown,,Unknown
"As1925,0615.1",锛子,,,,,,British Museum,"London, United Kingdom",https://www.britishmuseum.org/collection/object/A_As1925-0615-1,https://media.britishmuseum.org/Repository/Documents/2014_11/8_16/3929afd6_2918_4ce8_9cd9_a3dd010bd77b/large_01382425_001.jpg,,发现/收购：中国,"As1925,0615.1",2026-05-27,未知,锛子,未知,未知,0.65,,Found/Acquired: China,adze,,False,adze,,,,,Unknown,Found/Acquired: China,Unknown,adze,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,British Museum,"London, United Kingdom",未知,Unknown,锛子,Unknown,Unknown,,Unknown
"1979,1012.10",锛子,,,,,,British Museum,"London, United Kingdom",https://www.britishmuseum.org/collection/object/A_1979-1012-10,,,发现/收购：Swabue,"1979,1012.10",2026-05-27,未知,锛子,未知,未知,0.65,,Found/Acquired: Swabue,adze,False,False,adze,,,,,Unknown,Found/Acquired: Swabue,Unknown,adze,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,British Museum,"London, United Kingdom",未知,Unknown,锛子,Unknown,Unknown,,Unknown
As.7098,锛子,,,,,,British Museum,"London, United Kingdom",https://www.britishmuseum.org/collection/object/A_As-7098,https://media.britishmuseum.org/Repository/Documents/2024_6/17_17/d1f32b49_72a9_43f9_998f_b19201209d48/large_IMG_1451.jpg,,发现/收购：云南（省）,As.7098,2026-05-27,未知,锛子,未知,未知,0.65,,Found/Acquired: Yunnan (province),adze,,False,adze,,,,,Unknown,Found/Acquired: Yunnan (province),Unknown,adze,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,British Museum,"London, United Kingdom",未知,Unknown,锛子,Unknown,Unknown,,Unknown
OA+.3875,锛子,,,,,,British Museum,"London, United Kingdom",https://www.britishmuseum.org/collection/object/A_OA-3875,,,发现/收购：云南（省）,OA+.3875,2026-05-27,未知,锛子,未知,未知,0.65,,Found/Acquired: Yunnan (province),adze,False,False,adze,,,,,Unknown,Found/Acquired: Yunnan (province),Unknown,adze,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,British Museum,"London, United Kingdom",未知,Unknown,锛子,Unknown,Unknown,,Unknown
OA+.3881,锛子,,,,,,British Museum,"London, United Kingdom",https://www.britishmuseum.org/collection/object/A_OA-3881,https://media.britishmuseum.org/Repository/Documents/2024_6/16_5/807c15b4_db39_46a3_86f1_b1910057458a/large_IMG_1281.jpg,,发现/收购：云南（省）,OA+.3881,2026-05-27,未知,锛子,未知,未知,0.65,,Found/Acquired: Yunnan (province),adze,,False,adze,,,,,Unknown,Found/Acquired: Yunnan (province),Unknown,adze,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,British Museum,"London, United Kingdom",未知,Unknown,锛子,Unknown,Unknown,,Unknown
As.7094,adze/斧头,,斧头,,,,British Museum,"London, United Kingdom",https://www.britishmuseum.org/collection/object/A_As-7094,https://media.britishmuseum.org/Repository/Documents/2024_6/16_6/1b2966c8_b788_48cf_a671_b191006578c6/large_IMG_1302.jpg,,发现/收购：腾冲,As.7094,2026-05-27,未知,adze/斧头,未知,未知,0.65,,Found/Acquired: Tengchong,adze / axe,,False,adze / axe,,axe,,,Unknown,Found/Acquired: Tengchong,Unknown,adze / axe,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,British Museum,"London, United Kingdom",未知,Unknown,adze/斧头,Unknown,Unknown,,Unknown
OA+.3879,锛子,,,,,,British Museum,"London, United Kingdom",https://www.britishmuseum.org/collection/object/A_OA-3879,https://media.britishmuseum.org/Repository/Documents/2024_6/16_5/24848104_2e52_4226_8a21_b191005511f9/large_IMG_1270.jpg,,发现/收购：云南（省）,OA+.3879,2026-05-27,未知,锛子,未知,未知,0.65,,Found/Acquired: Yunnan (province),adze,,False,adze,,,,,Unknown,Found/Acquired: Yunnan (province),Unknown,adze,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,British Museum,"London, United Kingdom",未知,Unknown,锛子,Unknown,Unknown,,Unknown
As.7095,锛子,,,,,,British Museum,"London, United Kingdom",https://www.britishmuseum.org/collection/object/A_As-7095,https://media.britishmuseum.org/Repository/Documents/2024_6/16_5/0a8d5f43_b5d0_4a35_8e7c_b1910062393e/large_IMG_1291.jpg,,发现/收购：云南（省）,As.7095,2026-05-27,未知,锛子,未知,未知,0.65,,Found/Acquired: Yunnan (province),adze,,False,adze,,,,,Unknown,Found/Acquired: Yunnan (province),Unknown,adze,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,British Museum,"London, United Kingdom",未知,Unknown,锛子,Unknown,Unknown,,Unknown
"1979,1012.21",锛子,,,,,,British Museum,"London, United Kingdom",https://www.britishmuseum.org/collection/object/A_1979-1012-21,,,发现/收购：Swabue,"1979,1012.21",2026-05-27,未知,锛子,未知,未知,0.65,,Found/Acquired: Swabue,adze,False,False,adze,,,,,Unknown,Found/Acquired: Swabue,Unknown,adze,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,British Museum,"London, United Kingdom",未知,Unknown,锛子,Unknown,Unknown,,Unknown
"1979,1012.15",锛子,,,,,,British Museum,"London, United Kingdom",https://www.britishmuseum.org/collection/object/A_1979-1012-15,,,发现/收购：Swabue,"1979,1012.15",2026-05-27,未知,锛子,未知,未知,0.65,,Found/Acquired: Swabue,adze,False,False,adze,,,,,Unknown,Found/Acquired: Swabue,Unknown,adze,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,British Museum,"London, United Kingdom",未知,Unknown,锛子,Unknown,Unknown,,Unknown
"1979,1012.34",锛子,,,,,,British Museum,"London, United Kingdom",https://www.britishmuseum.org/collection/object/A_1979-1012-34,,,发现/收购：Swabue,"1979,1012.34",2026-05-27,未知,锛子,未知,未知,0.65,,Found/Acquired: Swabue,adze,False,False,adze,,,,,Unknown,Found/Acquired: Swabue,Unknown,adze,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,British Museum,"London, United Kingdom",未知,Unknown,锛子,Unknown,Unknown,,Unknown
"1963,1014.6",锛子,,,,,,British Museum,"London, United Kingdom",https://www.britishmuseum.org/collection/object/A_1963-1014-6,,,发现/收购：台湾,"1963,1014.6",2026-05-27,未知,锛子,未知,未知,0.65,,Found/Acquired: Tai Wan,adze,False,False,adze,,,,,Unknown,Found/Acquired: Tai Wan,Unknown,adze,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,British Museum,"London, United Kingdom",未知,Unknown,锛子,Unknown,Unknown,,Unknown
"1979,1012.22",锛子,,,,,,British Museum,"London, United Kingdom",https://www.britishmuseum.org/collection/object/A_1979-1012-22,,,发现/收购：Swabue,"1979,1012.22",2026-05-27,未知,锛子,未知,未知,0.65,,Found/Acquired: Swabue,adze,False,False,adze,,,,,Unknown,Found/Acquired: Swabue,Unknown,adze,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,British Museum,"London, United Kingdom",未知,Unknown,锛子,Unknown,Unknown,,Unknown
As.7099,锛子,,,,,,British Museum,"London, United Kingdom",https://www.britishmuseum.org/collection/object/A_As-7099,https://media.britishmuseum.org/Repository/Documents/2025_12/31_13/3a9bac7e_4a8b_477d_ba54_b3c400d99a90/large_As_7099_1.jpg,,发现/收购：云南（省）,As.7099,2026-05-27,未知,锛子,未知,未知,0.65,,Found/Acquired: Yunnan (province),adze,,False,adze,,,,,Unknown,Found/Acquired: Yunnan (province),Unknown,adze,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,British Museum,"London, United Kingdom",未知,Unknown,锛子,Unknown,Unknown,,Unknown
"1979,1012.16",锛子,,,,,,British Museum,"London, United Kingdom",https://www.britishmuseum.org/collection/object/A_1979-1012-16,,,发现/收购：Swabue,"1979,1012.16",2026-05-27,未知,锛子,未知,未知,0.65,,Found/Acquired: Swabue,adze,False,False,adze,,,,,Unknown,Found/Acquired: Swabue,Unknown,adze,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,British Museum,"London, United Kingdom",未知,Unknown,锛子,Unknown,Unknown,,Unknown
"1979,1012.35",锛子,,,,,,British Museum,"London, United Kingdom",https://www.britishmuseum.org/collection/object/A_1979-1012-35,,,发现/收购：Swabue,"1979,1012.35",2026-05-27,未知,锛子,未知,未知,0.65,,Found/Acquired: Swabue,adze,False,False,adze,,,,,Unknown,Found/Acquired: Swabue,Unknown,adze,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,British Museum,"London, United Kingdom",未知,Unknown,锛子,Unknown,Unknown,,Unknown
"1979,1012.29",锛子,,,,,,British Museum,"London, United Kingdom",https://www.britishmuseum.org/collection/object/A_1979-1012-29,,,发现/收购：Swabue,"1979,1012.29",2026-05-27,未知,锛子,未知,未知,0.65,,Found/Acquired: Swabue,adze,False,False,adze,,,,,Unknown,Found/Acquired: Swabue,Unknown,adze,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,British Museum,"London, United Kingdom",未知,Unknown,锛子,Unknown,Unknown,,Unknown
"1979,1012.17",锛子,,,,,,British Museum,"London, United Kingdom",https://www.britishmuseum.org/collection/object/A_1979-1012-17,,,发现/收购：Swabue,"1979,1012.17",2026-05-27,未知,锛子,未知,未知,0.65,,Found/Acquired: Swabue,adze,False,False,adze,,,,,Unknown,Found/Acquired: Swabue,Unknown,adze,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,British Museum,"London, United Kingdom",未知,Unknown,锛子,Unknown,Unknown,,Unknown
"1979,1012.30",锛子,,,,,,British Museum,"London, United Kingdom",https://www.britishmuseum.org/collection/object/A_1979-1012-30,,,发现/收购：Swabue,"1979,1012.30",2026-05-27,未知,锛子,未知,未知,0.65,,Found/Acquired: Swabue,adze,False,False,adze,,,,,Unknown,Found/Acquired: Swabue,Unknown,adze,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,British Museum,"London, United Kingdom",未知,Unknown,锛子,Unknown,Unknown,,Unknown
"1979,1012.43",锛子,,,,,,British Museum,"London, United Kingdom",https://www.britishmuseum.org/collection/object/A_1979-1012-43,,,发现/收购：Swabue,"1979,1012.43",2026-05-27,未知,锛子,未知,未知,0.65,,Found/Acquired: Swabue,adze,False,False,adze,,,,,Unknown,Found/Acquired: Swabue,Unknown,adze,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,British Museum,"London, United Kingdom",未知,Unknown,锛子,Unknown,Unknown,,Unknown
"1979,1012.37",锛子,,,,,,British Museum,"London, United Kingdom",https://www.britishmuseum.org/collection/object/A_1979-1012-37,,,发现/收购：Swabue,"1979,1012.37",2026-05-27,未知,锛子,未知,未知,0.65,,Found/Acquired: Swabue,adze,False,False,adze,,,,,Unknown,Found/Acquired: Swabue,Unknown,adze,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,British Museum,"London, United Kingdom",未知,Unknown,锛子,Unknown,Unknown,,Unknown
"1979,1012.31",锛子,,,,,,British Museum,"London, United Kingdom",https://www.britishmuseum.org/collection/object/A_1979-1012-31,,,发现/收购：Swabue,"1979,1012.31",2026-05-27,未知,锛子,未知,未知,0.65,,Found/Acquired: Swabue,adze,False,False,adze,,,,,Unknown,Found/Acquired: Swabue,Unknown,adze,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,British Museum,"London, United Kingdom",未知,Unknown,锛子,Unknown,Unknown,,Unknown
